algorithm,scheme,sample_index,latency_ms
Blake2bSum256,precompile,49,0.934027
Blake2bSum256,precompile,50,0.797457
Blake2bSum256,precompile,51,0.761037
Blake2bSum256,precompile,52,0.831832
Blake2bSum256,precompile,53,1.027575
Blake2bSum256,precompile,54,0.844986
Blake2bSum256,precompile,55,0.968132
Blake2bSum256,precompile,56,0.900287
Blake2bSum256,precompile,57,0.79582
Blake2bSum256,precompile,58,0.935704
Blake2bSum256,precompile,59,0.855664
Blake2bSum256,precompile,60,0.77058
Blake2bSum256,precompile,61,0.934798
Blake2bSum256,precompile,62,0.838089
Blake2bSum256,precompile,63,0.860006
Blake2bSum256,precompile,64,0.751079
Blake2bSum256,precompile,65,0.830189
Blake2bSum256,precompile,66,0.947392
Blake2bSum256,precompile,67,0.871557
Blake2bSum256,precompile,68,0.992598
Blake2bSum256,precompile,69,0.968192
Blake2bSum256,precompile,70,0.853864
Blake2bSum256,precompile,71,1.143614
Blake2bSum256,precompile,72,0.818787
Blake2bSum256,precompile,73,0.854159
Blake2bSum256,precompile,74,1.133551
Blake2bSum256,precompile,75,1.162371
Blake2bSum256,precompile,76,0.84079
Blake2bSum256,precompile,77,0.811518
Blake2bSum256,precompile,78,0.727859
Blake2bSum256,precompile,79,0.733626
Blake2bSum256,precompile,80,0.775599
Blake2bSum256,precompile,81,0.85731
Blake2bSum256,precompile,82,0.787268
Blake2bSum256,precompile,83,0.767766
Blake2bSum256,precompile,84,0.821472
Blake2bSum256,precompile,85,0.844537
Blake2bSum256,precompile,86,0.7517
Blake2bSum256,precompile,87,0.838595
Blake2bSum256,precompile,88,0.795283
Blake2bSum256,precompile,89,0.811815
Blake2bSum256,precompile,90,0.975746
Blake2bSum256,precompile,91,1.033556
Blake2bSum256,precompile,92,0.85657
Blake2bSum256,precompile,93,0.890343
Blake2bSum256,precompile,94,0.910351
Blake2bSum256,precompile,95,0.797101
Blake2bSum256,precompile,96,0.813213
Blake2bSum256,precompile,97,0.791627
Blake2bSum256,precompile,98,0.804951
Blake2bSum256,precompile,99,0.886897
Blake2bSum256,precompile,100,0.866448
Pbkdf2Sha256,upgrade,1,1.215222
Pbkdf2Sha256,upgrade,2,1.401873
Pbkdf2Sha256,upgrade,3,1.20883
Pbkdf2Sha256,upgrade,4,1.340059
Pbkdf2Sha256,upgrade,5,1.228286
Pbkdf2Sha256,upgrade,6,1.191116
Pbkdf2Sha256,upgrade,7,0.925701
Pbkdf2Sha256,upgrade,8,1.135429
Pbkdf2Sha256,upgrade,9,1.279068
Pbkdf2Sha256,upgrade,10,1.285445
Pbkdf2Sha256,upgrade,11,1.277797
Pbkdf2Sha256,upgrade,12,1.189804
Pbkdf2Sha256,upgrade,13,1.531674
Pbkdf2Sha256,upgrade,14,1.449331
Pbkdf2Sha256,upgrade,15,1.635546
Pbkdf2Sha256,upgrade,16,1.138965
Pbkdf2Sha256,upgrade,17,1.192288
Pbkdf2Sha256,upgrade,18,0.982739
Pbkdf2Sha256,upgrade,19,1.026793
Pbkdf2Sha256,upgrade,20,0.968165
Pbkdf2Sha256,upgrade,21,1.92146
Pbkdf2Sha256,upgrade,22,1.487941
Pbkdf2Sha256,upgrade,23,1.237795
Pbkdf2Sha256,upgrade,24,1.647629
Pbkdf2Sha256,upgrade,25,1.180581
Pbkdf2Sha256,upgrade,26,1.331007
Pbkdf2Sha256,upgrade,27,1.500565
Pbkdf2Sha256,upgrade,28,1.323964
Pbkdf2Sha256,upgrade,29,1.232134
Pbkdf2Sha256,upgrade,30,1.066189
Pbkdf2Sha256,upgrade,31,0.947181
Pbkdf2Sha256,upgrade,32,0.890173
Pbkdf2Sha256,upgrade,33,0.87776
Pbkdf2Sha256,upgrade,34,1.285996
Pbkdf2Sha256,upgrade,35,1.065506
Pbkdf2Sha256,upgrade,36,0.998574
Pbkdf2Sha256,upgrade,37,1.126673
Pbkdf2Sha256,upgrade,38,1.33749
Pbkdf2Sha256,upgrade,39,1.122926
Pbkdf2Sha256,upgrade,40,1.131397
Pbkdf2Sha256,upgrade,41,1.3248
Pbkdf2Sha256,upgrade,42,1.307387
Pbkdf2Sha256,upgrade,43,1.337424
Pbkdf2Sha256,upgrade,44,1.428728
Pbkdf2Sha256,upgrade,45,1.176203
Pbkdf2Sha256,upgrade,46,1.012204
Pbkdf2Sha256,upgrade,47,0.996686
Pbkdf2Sha256,upgrade,48,1.362993
Pbkdf2Sha256,upgrade,49,1.033606
Pbkdf2Sha256,upgrade,50,1.405623
Pbkdf2Sha256,upgrade,51,1.325392
Pbkdf2Sha256,upgrade,52,1.101689
Pbkdf2Sha256,upgrade,53,1.049201
Pbkdf2Sha256,upgrade,54,1.233597
Pbkdf2Sha256,upgrade,55,1.453289
Pbkdf2Sha256,upgrade,56,1.519336
Pbkdf2Sha256,upgrade,57,1.483456
Pbkdf2Sha256,upgrade,58,1.26945
Pbkdf2Sha256,upgrade,59,1.504607
Pbkdf2Sha256,upgrade,60,1.607894
Pbkdf2Sha256,upgrade,61,1.586348
Pbkdf2Sha256,upgrade,62,1.454992
Pbkdf2Sha256,upgrade,63,1.046049
Pbkdf2Sha256,upgrade,64,1.3167
Pbkdf2Sha256,upgrade,65,1.751802
Pbkdf2Sha256,upgrade,66,1.468664
Pbkdf2Sha256,upgrade,67,1.269234
Pbkdf2Sha256,upgrade,68,1.694022
Pbkdf2Sha256,upgrade,69,3.189327
Pbkdf2Sha256,upgrade,70,3.148814
Pbkdf2Sha256,upgrade,71,2.205139
Pbkdf2Sha256,upgrade,72,1.462993
Pbkdf2Sha256,upgrade,73,1.413899
Pbkdf2Sha256,upgrade,74,1.088551
Pbkdf2Sha256,upgrade,75,1.024609
Pbkdf2Sha256,upgrade,76,0.994782
Pbkdf2Sha256,upgrade,77,0.926322
Pbkdf2Sha256,upgrade,78,0.939317
Pbkdf2Sha256,upgrade,79,1.071307
Pbkdf2Sha256,upgrade,80,1.193274
Pbkdf2Sha256,upgrade,81,1.10613
Pbkdf2Sha256,upgrade,82,0.992041
Pbkdf2Sha256,upgrade,83,1.217081
Pbkdf2Sha256,upgrade,84,1.2722
Pbkdf2Sha256,upgrade,85,1.087088
Pbkdf2Sha256,upgrade,86,1.210413
Pbkdf2Sha256,upgrade,87,1.069273
Pbkdf2Sha256,upgrade,88,1.190605
Pbkdf2Sha256,upgrade,89,1.143595
Pbkdf2Sha256,upgrade,90,1.20656
Pbkdf2Sha256,upgrade,91,1.299497
Pbkdf2Sha256,upgrade,92,1.396286
Pbkdf2Sha256,upgrade,93,1.102627
Pbkdf2Sha256,upgrade,94,1.337855
Pbkdf2Sha256,upgrade,95,1.307
Pbkdf2Sha256,upgrade,96,1.271554
Pbkdf2Sha256,upgrade,97,1.108148
Pbkdf2Sha256,upgrade,98,1.021918
Pbkdf2Sha256,upgrade,99,0.983236
Pbkdf2Sha256,upgrade,100,0.98878
Pbkdf2Sha256,contract,1,1.532089
Pbkdf2Sha256,contract,2,1.358169
Pbkdf2Sha256,contract,3,1.403829
Pbkdf2Sha256,contract,4,1.108219
Pbkdf2Sha256,contract,5,1.229859
Pbkdf2Sha256,contract,6,1.557182
Pbkdf2Sha256,contract,7,1.525291
Pbkdf2Sha256,contract,8,1.453495
Pbkdf2Sha256,contract,9,1.31247
Pbkdf2Sha256,contract,10,1.511825
Pbkdf2Sha256,contract,11,1.583519
Pbkdf2Sha256,contract,12,1.346522
Pbkdf2Sha256,contract,13,1.393134
Pbkdf2Sha256,contract,14,1.308208
Pbkdf2Sha256,contract,15,1.141762
Pbkdf2Sha256,contract,16,1.057802
Pbkdf2Sha256,contract,17,1.288872
Pbkdf2Sha256,contract,18,1.294482
Pbkdf2Sha256,contract,19,1.288608
Pbkdf2Sha256,contract,20,1.470026
Pbkdf2Sha256,contract,21,1.394442
Pbkdf2Sha256,contract,22,1.599231
Pbkdf2Sha256,contract,23,1.659347
Pbkdf2Sha256,contract,24,1.552633
Pbkdf2Sha256,contract,25,1.512136
Pbkdf2Sha256,contract,26,1.341852
Pbkdf2Sha256,contract,27,1.371078
Pbkdf2Sha256,contract,28,1.399242
Pbkdf2Sha256,contract,29,1.531865
Pbkdf2Sha256,contract,30,1.709746
Pbkdf2Sha256,contract,31,2.117223
Pbkdf2Sha256,contract,32,1.859661
Pbkdf2Sha256,contract,33,1.940056
Pbkdf2Sha256,contract,34,1.574696
Pbkdf2Sha256,contract,35,1.883322
Pbkdf2Sha256,contract,36,1.449468
Pbkdf2Sha256,contract,37,1.336716
Pbkdf2Sha256,contract,38,1.553601
Pbkdf2Sha256,contract,39,1.314191
Pbkdf2Sha256,contract,40,1.420866
Pbkdf2Sha256,contract,41,2.054267
Pbkdf2Sha256,contract,42,1.687019
Pbkdf2Sha256,contract,43,1.478728
Pbkdf2Sha256,contract,44,1.329363
Pbkdf2Sha256,contract,45,1.802775
Pbkdf2Sha256,contract,46,1.625346
Pbkdf2Sha256,contract,47,1.673259
Pbkdf2Sha256,contract,48,1.502317
Pbkdf2Sha256,contract,49,1.163137
Pbkdf2Sha256,contract,50,1.275151
Pbkdf2Sha256,contract,51,1.043224
Pbkdf2Sha256,contract,52,1.02536
Pbkdf2Sha256,contract,53,1.168447
Pbkdf2Sha256,contract,54,1.228376
Pbkdf2Sha256,contract,55,0.939392
Pbkdf2Sha256,contract,56,1.043986
Pbkdf2Sha256,contract,57,1.141451
Pbkdf2Sha256,contract,58,1.35665
Pbkdf2Sha256,contract,59,1.035259
Pbkdf2Sha256,contract,60,1.038605
Pbkdf2Sha256,contract,61,1.265437
Pbkdf2Sha256,contract,62,1.383251
Pbkdf2Sha256,contract,63,1.013078
Pbkdf2Sha256,contract,64,1.178802
Pbkdf2Sha256,contract,65,1.031733
Pbkdf2Sha256,contract,66,1.008608
Pbkdf2Sha256,contract,67,1.464306
Pbkdf2Sha256,contract,68,1.442198
Pbkdf2Sha256,contract,69,1.112081
Pbkdf2Sha256,contract,70,0.981987
Pbkdf2Sha256,contract,71,1.227445
Pbkdf2Sha256,contract,72,1.335952
Pbkdf2Sha256,contract,73,1.992369
Pbkdf2Sha256,contract,74,1.553655
Pbkdf2Sha256,contract,75,1.243926
Pbkdf2Sha256,contract,76,1.282885
Pbkdf2Sha256,contract,77,1.101601
Pbkdf2Sha256,contract,78,1.128571
Pbkdf2Sha256,contract,79,1.115021
Pbkdf2Sha256,contract,80,1.708624
Pbkdf2Sha256,contract,81,1.196065
Pbkdf2Sha256,contract,82,1.04912
Pbkdf2Sha256,contract,83,1.439274
Pbkdf2Sha256,contract,84,1.311114
Pbkdf2Sha256,contract,85,1.647123
Pbkdf2Sha256,contract,86,1.748571
Pbkdf2Sha256,contract,87,1.362177
Pbkdf2Sha256,contract,88,1.296867
Pbkdf2Sha256,contract,89,1.593271
Pbkdf2Sha256,contract,90,1.860067
Pbkdf2Sha256,contract,91,1.292169
Pbkdf2Sha256,contract,92,1.100257
Pbkdf2Sha256,contract,93,1.040856
Pbkdf2Sha256,contract,94,1.150849
Pbkdf2Sha256,contract,95,1.181678
Pbkdf2Sha256,contract,96,1.264134
Pbkdf2Sha256,contract,97,1.10885
Pbkdf2Sha256,contract,98,1.279905
Pbkdf2Sha256,contract,99,1.124679
Pbkdf2Sha256,contract,100,1.120962
Pbkdf2Sha256,precompile,1,0.814518
Pbkdf2Sha256,precompile,2,1.070912
Pbkdf2Sha256,precompile,3,0.976593
Pbkdf2Sha256,precompile,4,1.005373
Pbkdf2Sha256,precompile,5,0.887388
Pbkdf2Sha256,precompile,6,0.754104
Pbkdf2Sha256,precompile,7,0.81531
Pbkdf2Sha256,precompile,8,0.950799
Pbkdf2Sha256,precompile,9,0.923786
Pbkdf2Sha256,precompile,10,0.827314
Pbkdf2Sha256,precompile,11,0.805582
Pbkdf2Sha256,precompile,12,0.711773
Pbkdf2Sha256,precompile,13,0.880203
Pbkdf2Sha256,precompile,14,0.786667
Pbkdf2Sha256,precompile,15,0.7651
Pbkdf2Sha256,precompile,16,0.730025
Pbkdf2Sha256,precompile,17,0.725981
Pbkdf2Sha256,precompile,18,0.718517
Pbkdf2Sha256,precompile,19,0.887398
Pbkdf2Sha256,precompile,20,0.785333
Pbkdf2Sha256,precompile,21,0.943739
Pbkdf2Sha256,precompile,22,0.842158
Pbkdf2Sha256,precompile,23,0.994973
Pbkdf2Sha256,precompile,24,1.409279
Pbkdf2Sha256,precompile,25,2.38665
Pbkdf2Sha256,precompile,26,1.369996
Pbkdf2Sha256,precompile,27,1.19367
Pbkdf2Sha256,precompile,28,0.963965
Pbkdf2Sha256,precompile,29,1.099411
Pbkdf2Sha256,precompile,30,0.88836
Pbkdf2Sha256,precompile,31,0.813658
Pbkdf2Sha256,precompile,32,0.957211
Pbkdf2Sha256,precompile,33,0.918477
Pbkdf2Sha256,precompile,34,0.995684
Pbkdf2Sha256,precompile,35,0.88362
Pbkdf2Sha256,precompile,36,0.865275
Pbkdf2Sha256,precompile,37,0.860857
Pbkdf2Sha256,precompile,38,0.86545
Pbkdf2Sha256,precompile,39,0.925305
Pbkdf2Sha256,precompile,40,0.891159
Pbkdf2Sha256,precompile,41,0.94131
Pbkdf2Sha256,precompile,42,1.125887
Pbkdf2Sha256,precompile,43,0.965812
Pbkdf2Sha256,precompile,44,0.977986
Pbkdf2Sha256,precompile,45,0.87286
Pbkdf2Sha256,precompile,46,0.866488
Pbkdf2Sha256,precompile,47,0.88075
Pbkdf2Sha256,precompile,48,0.748169
Pbkdf2Sha256,precompile,49,0.884266
Pbkdf2Sha256,precompile,50,0.89601
Pbkdf2Sha256,precompile,51,0.918587
Pbkdf2Sha256,precompile,52,0.8357
Pbkdf2Sha256,precompile,53,0.836542
Pbkdf2Sha256,precompile,54,0.903228
Pbkdf2Sha256,precompile,55,0.749837
Pbkdf2Sha256,precompile,56,0.803138
Pbkdf2Sha256,precompile,57,0.800543
Pbkdf2Sha256,precompile,58,0.870076
Pbkdf2Sha256,precompile,59,0.830771
Pbkdf2Sha256,precompile,60,0.85708
Pbkdf2Sha256,precompile,61,0.875035
Pbkdf2Sha256,precompile,62,0.821522
Pbkdf2Sha256,precompile,63,1.049757
Pbkdf2Sha256,precompile,64,1.107377
Pbkdf2Sha256,precompile,65,1.060317
Pbkdf2Sha256,precompile,66,0.941415
Pbkdf2Sha256,precompile,67,0.753218
Pbkdf2Sha256,precompile,68,0.924639
Pbkdf2Sha256,precompile,69,1.226774
Pbkdf2Sha256,precompile,70,1.04156
Pbkdf2Sha256,precompile,71,1.247107
Pbkdf2Sha256,precompile,72,1.862097
Pbkdf2Sha256,precompile,73,1.163954
Pbkdf2Sha256,precompile,74,0.977389
Pbkdf2Sha256,precompile,75,1.027218
Pbkdf2Sha256,precompile,76,1.216274
Pbkdf2Sha256,precompile,77,0.997353
Pbkdf2Sha256,precompile,78,0.90751
Pbkdf2Sha256,precompile,79,0.955673
Pbkdf2Sha256,precompile,80,1.126072
Pbkdf2Sha256,precompile,81,2.545222
Pbkdf2Sha256,precompile,82,1.8925
Pbkdf2Sha256,precompile,83,2.923455
Pbkdf2Sha256,precompile,84,1.165503
Pbkdf2Sha256,precompile,85,1.071277
Pbkdf2Sha256,precompile,86,1.026203
Pbkdf2Sha256,precompile,87,0.82318
Pbkdf2Sha256,precompile,88,0.929704
Pbkdf2Sha256,precompile,89,1.068282
Pbkdf2Sha256,precompile,90,0.954195
Pbkdf2Sha256,precompile,91,1.017204
Pbkdf2Sha256,precompile,92,0.858965
Pbkdf2Sha256,precompile,93,1.184532
Pbkdf2Sha256,precompile,94,1.34058
Pbkdf2Sha256,precompile,95,1.183622
Pbkdf2Sha256,precompile,96,1.100153
Pbkdf2Sha256,precompile,97,0.859124
Pbkdf2Sha256,precompile,98,0.957651
Pbkdf2Sha256,precompile,99,0.890474
Pbkdf2Sha256,precompile,100,0.789718
Dh2048Secret,upgrade,1,1.192889
Dh2048Secret,upgrade,2,1.175846
Dh2048Secret,upgrade,3,1.186247
Dh2048Secret,upgrade,4,1.263894
Dh2048Secret,upgrade,5,1.3137
Dh2048Secret,upgrade,6,1.437038
Dh2048Secret,upgrade,7,1.548045
Dh2048Secret,upgrade,8,1.353133
Dh2048Secret,upgrade,9,1.503336
Dh2048Secret,upgrade,10,1.230009
Dh2048Secret,upgrade,11,1.280491
Dh2048Secret,upgrade,12,1.611405
Dh2048Secret,upgrade,13,1.654808
Dh2048Secret,upgrade,14,2.364642
Dh2048Secret,upgrade,15,1.740397
Dh2048Secret,upgrade,16,1.281457
Dh2048Secret,upgrade,17,1.136232
Dh2048Secret,upgrade,18,1.542374
Dh2048Secret,upgrade,19,1.52735
Dh2048Secret,upgrade,20,1.497634
Dh2048Secret,upgrade,21,1.42478
Dh2048Secret,upgrade,22,1.242808
Dh2048Secret,upgrade,23,1.118824
Dh2048Secret,upgrade,24,1.192132
Dh2048Secret,upgrade,25,1.497043
Dh2048Secret,upgrade,26,1.442545
Dh2048Secret,upgrade,27,1.252847
Dh2048Secret,upgrade,28,1.367597
Dh2048Secret,upgrade,29,1.738903
Dh2048Secret,upgrade,30,1.786102
Dh2048Secret,upgrade,31,1.838712
Dh2048Secret,upgrade,32,1.574129
Dh2048Secret,upgrade,33,1.699834
Dh2048Secret,upgrade,34,1.690109
Dh2048Secret,upgrade,35,1.648211
Dh2048Secret,upgrade,36,1.632665
Dh2048Secret,upgrade,37,1.836833
Dh2048Secret,upgrade,38,2.232386
Dh2048Secret,upgrade,39,1.832601
Dh2048Secret,upgrade,40,1.822823
Dh2048Secret,upgrade,41,1.906661
Dh2048Secret,upgrade,42,1.665264
Dh2048Secret,upgrade,43,1.563057
Dh2048Secret,upgrade,44,1.657903
Dh2048Secret,upgrade,45,1.503966
Dh2048Secret,upgrade,46,1.959608
Dh2048Secret,upgrade,47,1.78997
Dh2048Secret,upgrade,48,1.466695
Dh2048Secret,upgrade,49,1.429564
Dh2048Secret,upgrade,50,1.579099
Dh2048Secret,upgrade,51,1.68536
Dh2048Secret,upgrade,52,1.516291
Dh2048Secret,upgrade,53,2.389389
Dh2048Secret,upgrade,54,1.936032
Dh2048Secret,upgrade,55,2.182507
Dh2048Secret,upgrade,56,2.202282
Dh2048Secret,upgrade,57,2.228084
Dh2048Secret,upgrade,58,2.097099
Dh2048Secret,upgrade,59,1.970067
Dh2048Secret,upgrade,60,2.156531
Dh2048Secret,upgrade,61,1.887802
Dh2048Secret,upgrade,62,1.936423
Dh2048Secret,upgrade,63,2.2608
Dh2048Secret,upgrade,64,2.362493
Dh2048Secret,upgrade,65,2.179806
Dh2048Secret,upgrade,66,1.542683
Dh2048Secret,upgrade,67,1.352363
Dh2048Secret,upgrade,68,2.369477
Dh2048Secret,upgrade,69,2.166972
Dh2048Secret,upgrade,70,1.931329
Dh2048Secret,upgrade,71,1.925794
Dh2048Secret,upgrade,72,1.318218
Dh2048Secret,upgrade,73,1.530617
Dh2048Secret,upgrade,74,1.538136
Dh2048Secret,upgrade,75,1.880717
Dh2048Secret,upgrade,76,1.711386
Dh2048Secret,upgrade,77,2.024345
Dh2048Secret,upgrade,78,1.854543
Dh2048Secret,upgrade,79,2.148786
Dh2048Secret,upgrade,80,1.741974
Dh2048Secret,upgrade,81,1.396135
Dh2048Secret,upgrade,82,1.506907
Dh2048Secret,upgrade,83,1.305824
Dh2048Secret,upgrade,84,1.596056
Dh2048Secret,upgrade,85,1.556962
Dh2048Secret,upgrade,86,1.294065
Dh2048Secret,upgrade,87,1.40583
Dh2048Secret,upgrade,88,1.57214
Dh2048Secret,upgrade,89,1.64292
Dh2048Secret,upgrade,90,1.729275
Dh2048Secret,upgrade,91,1.504196
Dh2048Secret,upgrade,92,1.705871
Dh2048Secret,upgrade,93,1.82484
Dh2048Secret,upgrade,94,1.418883
Dh2048Secret,upgrade,95,1.59593
Dh2048Secret,upgrade,96,1.394372
Dh2048Secret,upgrade,97,1.491612
Dh2048Secret,upgrade,98,1.934995
Dh2048Secret,upgrade,99,1.705154
Dh2048Secret,upgrade,100,2.148982
Dh2048Secret,contract,1,2.928521
Dh2048Secret,contract,2,2.854706
Dh2048Secret,contract,3,2.788634
Dh2048Secret,contract,4,2.60805
Dh2048Secret,contract,5,3.045223
Dh2048Secret,contract,6,2.442822
Dh2048Secret,contract,7,2.565199
Dh2048Secret,contract,8,2.542432
Dh2048Secret,contract,9,2.619373
Dh2048Secret,contract,10,2.905185
Dh2048Secret,contract,11,2.406322
Dh2048Secret,contract,12,2.608006
Dh2048Secret,contract,13,2.231264
Dh2048Secret,contract,14,2.737628
Dh2048Secret,contract,15,2.610059
Dh2048Secret,contract,16,2.37873
Dh2048Secret,contract,17,2.350866
Dh2048Secret,contract,18,2.09436
Dh2048Secret,contract,19,2.379891
Dh2048Secret,contract,20,2.641214
Dh2048Secret,contract,21,2.359645
Dh2048Secret,contract,22,2.296197
Dh2048Secret,contract,23,2.826031
Dh2048Secret,contract,24,2.255665
Dh2048Secret,contract,25,2.405891
Dh2048Secret,contract,26,3.647343
Dh2048Secret,contract,27,2.425765
Dh2048Secret,contract,28,2.352985
Dh2048Secret,contract,29,2.857747
Dh2048Secret,contract,30,2.353628
Dh2048Secret,contract,31,3.132989
Dh2048Secret,contract,32,3.052806
Dh2048Secret,contract,33,2.533078
Dh2048Secret,contract,34,2.629441
Dh2048Secret,contract,35,3.015928
Dh2048Secret,contract,36,2.434786
Dh2048Secret,contract,37,2.376766
Dh2048Secret,contract,38,2.071701
Dh2048Secret,contract,39,2.416662
Dh2048Secret,contract,40,2.262123
Dh2048Secret,contract,41,2.321642
Dh2048Secret,contract,42,2.320324
Dh2048Secret,contract,43,2.267533
Dh2048Secret,contract,44,2.184426
Dh2048Secret,contract,45,1.996763
Dh2048Secret,contract,46,2.214137
Dh2048Secret,contract,47,2.537852
Dh2048Secret,contract,48,2.16351
Dh2048Secret,contract,49,1.865023
Dh2048Secret,contract,50,2.008076
Dh2048Secret,contract,51,1.785657
Dh2048Secret,contract,52,2.068836
Dh2048Secret,contract,53,2.180552
Dh2048Secret,contract,54,2.114839
Dh2048Secret,contract,55,2.373675
Dh2048Secret,contract,56,1.709422
Dh2048Secret,contract,57,1.873995
Dh2048Secret,contract,58,2.033609
Dh2048Secret,contract,59,2.381881
Dh2048Secret,contract,60,1.82942
Dh2048Secret,contract,61,2.557615
Dh2048Secret,contract,62,2.417237
Dh2048Secret,contract,63,2.145661
Dh2048Secret,contract,64,2.471621
Dh2048Secret,contract,65,2.042861
Dh2048Secret,contract,66,1.826885
Dh2048Secret,contract,67,2.014457
Dh2048Secret,contract,68,2.222166
Dh2048Secret,contract,69,2.229405
Dh2048Secret,contract,70,2.089414
Dh2048Secret,contract,71,1.809909
Dh2048Secret,contract,72,2.072652
Dh2048Secret,contract,73,1.986158
Dh2048Secret,contract,74,2.025292
Dh2048Secret,contract,75,2.014202
Dh2048Secret,contract,76,2.556583
Dh2048Secret,contract,77,2.113795
Dh2048Secret,contract,78,2.051828
Dh2048Secret,contract,79,2.11816
Dh2048Secret,contract,80,2.814223
Dh2048Secret,contract,81,2.306818
Dh2048Secret,contract,82,2.393081
Dh2048Secret,contract,83,2.807335
Dh2048Secret,contract,84,2.494731
Dh2048Secret,contract,85,2.007999
Dh2048Secret,contract,86,2.131113
Dh2048Secret,contract,87,1.919822
Dh2048Secret,contract,88,2.49225
Dh2048Secret,contract,89,2.172383
Dh2048Secret,contract,90,3.202521
Dh2048Secret,contract,91,2.692411
Dh2048Secret,contract,92,2.420454
Dh2048Secret,contract,93,2.017097
Dh2048Secret,contract,94,2.084465
Dh2048Secret,contract,95,2.055069
Dh2048Secret,contract,96,2.467723
Dh2048Secret,contract,97,2.573826
Dh2048Secret,contract,98,2.929652
Dh2048Secret,contract,99,2.648448
Dh2048Secret,contract,100,1.931934
Dh2048Secret,precompile,1,0.856523
Dh2048Secret,precompile,2,0.938505
Dh2048Secret,precompile,3,1.052628
Dh2048Secret,precompile,4,0.911022
Dh2048Secret,precompile,5,1.113769
Dh2048Secret,precompile,6,1.108499
Dh2048Secret,precompile,7,1.048996
Dh2048Secret,precompile,8,0.875285
Dh2048Secret,precompile,9,0.855107
Dh2048Secret,precompile,10,0.876297
Dh2048Secret,precompile,11,1.11467
Dh2048Secret,precompile,12,1.20854
Dh2048Secret,precompile,13,0.954736
Dh2048Secret,precompile,14,0.960341
Dh2048Secret,precompile,15,0.94334
Dh2048Secret,precompile,16,0.898363
Dh2048Secret,precompile,17,0.791952
Dh2048Secret,precompile,18,0.899696
Dh2048Secret,precompile,19,1.088386
Dh2048Secret,precompile,20,0.89656
Dh2048Secret,precompile,21,0.914234
Dh2048Secret,precompile,22,0.874623
Dh2048Secret,precompile,23,0.956961
Dh2048Secret,precompile,24,0.856073
Dh2048Secret,precompile,25,0.915096
Dh2048Secret,precompile,26,0.875606
Dh2048Secret,precompile,27,0.86222
Dh2048Secret,precompile,28,1.018908
Dh2048Secret,precompile,29,1.082239
Dh2048Secret,precompile,30,1.303999
Dh2048Secret,precompile,31,1.512421
Dh2048Secret,precompile,32,1.172767
Dh2048Secret,precompile,33,0.900594
Dh2048Secret,precompile,34,0.858888
Dh2048Secret,precompile,35,0.950092
Dh2048Secret,precompile,36,0.85678
Dh2048Secret,precompile,37,0.865891
Dh2048Secret,precompile,38,0.744642
Dh2048Secret,precompile,39,0.911869
Dh2048Secret,precompile,40,1.281814
Dh2048Secret,precompile,41,1.004941
Dh2048Secret,precompile,42,1.185726
Dh2048Secret,precompile,43,1.302337
Dh2048Secret,precompile,44,1.149206
Dh2048Secret,precompile,45,0.880515
Dh2048Secret,precompile,46,0.858162
Dh2048Secret,precompile,47,1.112146
Dh2048Secret,precompile,48,0.987883
Dh2048Secret,precompile,49,0.843249
Dh2048Secret,precompile,50,0.805703
Dh2048Secret,precompile,51,0.953193
Dh2048Secret,precompile,52,0.881581
Dh2048Secret,precompile,53,1.04068
Dh2048Secret,precompile,54,1.012666
Dh2048Secret,precompile,55,1.077785
Dh2048Secret,precompile,56,0.86238
Dh2048Secret,precompile,57,0.757231
Dh2048Secret,precompile,58,0.792518
Dh2048Secret,precompile,59,0.826432
Dh2048Secret,precompile,60,0.883902
Dh2048Secret,precompile,61,0.911454
Dh2048Secret,precompile,62,0.907466
Dh2048Secret,precompile,63,0.817987
Dh2048Secret,precompile,64,0.924052
Dh2048Secret,precompile,65,1.000242
Dh2048Secret,precompile,66,1.071143
Dh2048Secret,precompile,67,1.040077
Dh2048Secret,precompile,68,1.225792
Dh2048Secret,precompile,69,0.859014
Dh2048Secret,precompile,70,1.074227
Dh2048Secret,precompile,71,1.01721
Dh2048Secret,precompile,72,1.826263
Dh2048Secret,precompile,73,1.105593
Dh2048Secret,precompile,74,1.041231
Dh2048Secret,precompile,75,1.050443
Dh2048Secret,precompile,76,1.051546
Dh2048Secret,precompile,77,0.920271
Dh2048Secret,precompile,78,1.423879
Dh2048Secret,precompile,79,1.8665
Dh2048Secret,precompile,80,1.530803
Dh2048Secret,precompile,81,1.168682
Dh2048Secret,precompile,82,1.033756
Dh2048Secret,precompile,83,0.862912
Dh2048Secret,precompile,84,0.879833
Dh2048Secret,precompile,85,1.019499
Dh2048Secret,precompile,86,0.864444
Dh2048Secret,precompile,87,0.883414
Dh2048Secret,precompile,88,0.937453
Dh2048Secret,precompile,89,0.893244
Dh2048Secret,precompile,90,0.839771
Dh2048Secret,precompile,91,0.807582
Dh2048Secret,precompile,92,0.885318
Dh2048Secret,precompile,93,0.779709
Dh2048Secret,precompile,94,0.957867
Dh2048Secret,precompile,95,0.752521
Dh2048Secret,precompile,96,0.727058
Dh2048Secret,precompile,97,0.673751
Dh2048Secret,precompile,98,0.719308
Dh2048Secret,precompile,99,0.858257
Dh2048Secret,precompile,100,0.898436
PedersenCommit,upgrade,1,1.855038
PedersenCommit,upgrade,2,1.764667
